,zip,CAND,TRANSACTION_AMT
16418,43081,H.C.,2344
16419,43082,B.S.,8119
16420,43082,H.C.,10944
16421,43085,B.S.,25771
16422,43085,H.C.,15662
16423,43101,B.S.,149
16424,43102,B.S.,101
16425,43103,B.S.,444
16426,43103,H.C.,30
16427,43105,B.S.,682
16428,43107,H.C.,251
16429,43110,B.S.,4640
16430,43110,H.C.,1570
16431,43112,B.S.,829
16432,43112,H.C.,75
16433,43113,B.S.,1643
16434,43113,H.C.,90
16435,43119,B.S.,2037
16436,43119,H.C.,1297
16437,43123,B.S.,10554
16438,43123,H.C.,7522
16439,43125,B.S.,867
16440,43125,H.C.,425
16441,43130,B.S.,8156
16442,43130,H.C.,1305
16443,43136,B.S.,2113
16444,43137,B.S.,108
16445,43138,B.S.,819
16446,43138,H.C.,79
16447,43140,B.S.,105
16448,43140,H.C.,275
16449,43146,B.S.,100
16450,43146,H.C.,1362
16451,43147,B.S.,8549
16452,43147,H.C.,1374
16453,43148,B.S.,27
16454,43149,B.S.,321
16455,43152,B.S.,30
16456,43152,H.C.,400
16457,43154,B.S.,642
16458,43155,B.S.,876
16459,43160,B.S.,100
16460,43160,H.C.,89
16461,43162,H.C.,200
16462,43164,B.S.,45
16463,43164,H.C.,224
16464,43201,B.S.,16126
16465,43201,H.C.,23206
16466,43202,B.S.,36691
16467,43202,H.C.,6271
16468,43203,B.S.,2440
16469,43203,H.C.,4105
16470,43204,B.S.,8692
16471,43204,H.C.,1725
16472,43205,B.S.,4093
16473,43205,H.C.,6935
16474,43206,B.S.,12948
16475,43206,H.C.,16837
16476,43207,B.S.,2102
16477,43207,H.C.,2700
16478,43209,B.S.,29092
16479,43209,H.C.,94412
16480,43210,B.S.,1645
16481,43211,B.S.,236
16482,43212,B.S.,18043
16483,43212,H.C.,31751
16484,43213,B.S.,6712
16485,43213,H.C.,11794
16486,43214,B.S.,29916
16487,43214,H.C.,10586
16488,43215,B.S.,21273
16489,43215,H.C.,46098
16490,43216,B.S.,107
16491,43216,H.C.,2800
16492,43217,B.S.,150
16493,43219,B.S.,4449
16494,43219,H.C.,3400
16495,43220,B.S.,17128
16496,43220,H.C.,38951
16497,43221,B.S.,25546
16498,43221,H.C.,53485
16499,43223,B.S.,1689
16500,43224,B.S.,13803
16501,43224,H.C.,319
16502,43227,B.S.,1146
16503,43227,H.C.,100
16504,43228,B.S.,3961
16505,43228,H.C.,3110
16506,43229,B.S.,6642
16507,43229,H.C.,1315
16508,43230,B.S.,13021
16509,43230,H.C.,7950
16510,43231,B.S.,15110
16511,43231,H.C.,360
16512,43232,B.S.,3415
16513,43232,H.C.,453
16514,43235,B.S.,24275
16515,43235,H.C.,13449
16516,43236,H.C.,2000
16517,43240,B.S.,333
16518,43302,B.S.,1964
16519,43302,H.C.,1035
16520,43311,B.S.,1662
16521,43315,B.S.,338
16522,43316,B.S.,160
16523,43319,B.S.,681
16524,43324,B.S.,1500
16525,43326,B.S.,15
16526,43326,H.C.,200
16527,43331,B.S.,20
16528,43334,B.S.,700
16529,43334,H.C.,400
16530,43338,B.S.,322
16531,43338,H.C.,50
16532,43339,B.S.,750
16533,43340,H.C.,50
16534,43342,B.S.,822
16535,43344,H.C.,338
16536,43348,B.S.,515
16537,43351,B.S.,338
16538,43357,B.S.,65
16539,43402,B.S.,4508
16540,43402,H.C.,1782
16541,43403,B.S.,442
16542,43403,H.C.,110
16543,43406,B.S.,217
16544,43410,B.S.,1278
16545,43412,B.S.,1451
16546,43413,B.S.,386
16547,43416,H.C.,125
16548,43420,B.S.,4668
16549,43420,H.C.,186
16550,43430,B.S.,1390
16551,43431,B.S.,620
16552,43432,B.S.,575
16553,43440,B.S.,750
16554,43440,H.C.,235
16555,43445,B.S.,244
16556,43449,B.S.,641
16557,43450,B.S.,569
16558,43450,H.C.,50
16559,43452,B.S.,553
16560,43452,H.C.,40
16561,43456,B.S.,1015
16562,43460,B.S.,366
16563,43469,B.S.,514
16564,43469,H.C.,25
16565,43502,H.C.,516
16566,43504,B.S.,440
16567,43506,B.S.,925
16568,43506,H.C.,480
16569,43512,B.S.,484
16570,43512,H.C.,318
16571,43515,B.S.,789
16572,43517,B.S.,1261
16573,43522,B.S.,30
16574,43524,B.S.,600
16575,43526,B.S.,385
16576,43528,B.S.,1794
16577,43528,H.C.,285
16578,43534,B.S.,2802
16579,43537,B.S.,21469
16580,43537,H.C.,2403
16581,43542,B.S.,1522
16582,43542,H.C.,317
16583,43545,B.S.,900
16584,43545,H.C.,253
16585,43549,B.S.,175
16586,43551,B.S.,8447
16587,43551,H.C.,5546
16588,43555,B.S.,1622
16589,43556,B.S.,330
16590,43558,B.S.,1319
16591,43558,H.C.,50
16592,43560,B.S.,16554
16593,43560,H.C.,9902
16594,43566,B.S.,4785
16595,43566,H.C.,3276
16596,43567,B.S.,1414
16597,43569,B.S.,426
16598,43571,B.S.,650
16599,43604,B.S.,4224
16600,43604,H.C.,414
16601,43605,B.S.,2501
16602,43605,H.C.,573
16603,43606,B.S.,12329
16604,43606,H.C.,660
16605,43607,B.S.,1733
16606,43607,H.C.,3007
16607,43608,B.S.,1412
16608,43609,B.S.,2094
16609,43610,B.S.,427
16610,43610,H.C.,50
16611,43611,B.S.,4829
16612,43611,H.C.,235
16613,43612,B.S.,1538
16614,43612,H.C.,339
16615,43613,B.S.,2782
16616,43614,B.S.,4786
16617,43614,H.C.,1357
16618,43615,B.S.,8575
16619,43615,H.C.,1396
16620,43616,B.S.,963
16621,43617,B.S.,438
16622,43617,H.C.,1563
16623,43619,B.S.,663
16624,43620,B.S.,3116
16625,43620,H.C.,210
16626,43623,B.S.,2255
16627,43623,H.C.,1006
16628,43624,B.S.,100
16629,43625,B.S.,350
16630,43697,H.C.,30
16631,43701,B.S.,2568
16632,43701,H.C.,1318
16633,43702,B.S.,150
16634,43713,B.S.,800
16635,43716,B.S.,60
16636,43720,B.S.,1375
16637,43724,B.S.,875
16638,43725,B.S.,390
16639,43725,H.C.,410
16640,43742,B.S.,225
16641,43746,B.S.,3000
16642,43748,B.S.,228
16643,43749,B.S.,540
16644,43756,B.S.,2446
16645,43762,B.S.,187
16646,43762,H.C.,100
16647,43764,B.S.,269
16648,43764,H.C.,129
16649,43771,B.S.,100
16650,43772,B.S.,687
16651,43773,B.S.,800
16652,43773,H.C.,200
16653,43777,H.C.,198
16654,43778,B.S.,14
16655,43787,B.S.,4987
16656,43812,B.S.,1154
16657,43832,B.S.,27
16658,43844,B.S.,100
16659,43844,H.C.,110
16660,43845,B.S.,265
16661,43903,B.S.,1500
16662,43906,B.S.,328
16663,43906,H.C.,707
16664,43907,H.C.,50
16665,43912,B.S.,421
16666,43912,H.C.,45
16667,43920,B.S.,2598
16668,43920,H.C.,750
16669,43930,B.S.,542
16670,43931,H.C.,225
16671,43935,B.S.,3364
16672,43938,B.S.,300
16673,43943,B.S.,500
16674,43944,B.S.,70
16675,43950,B.S.,50
16676,43950,H.C.,260
16677,43952,B.S.,3279
16678,43952,H.C.,75
16679,43953,B.S.,1942
16680,43964,B.S.,1056
16681,43986,H.C.,95
16682,43988,B.S.,480
16683,44001,B.S.,3319
16684,44001,H.C.,379
16685,44004,B.S.,6380
16686,44004,H.C.,580
16687,44011,B.S.,4148
16688,44011,H.C.,1461
16689,44012,B.S.,4375
16690,44012,H.C.,275
16691,44017,B.S.,3989
16692,44017,H.C.,2343
16693,44021,B.S.,254
16694,44021,H.C.,125
16695,44022,B.S.,7930
16696,44022,H.C.,43068
16697,44023,B.S.,9217
16698,44023,H.C.,20824
16699,44024,B.S.,3314
16700,44024,H.C.,723
16701,44026,B.S.,277
16702,44026,H.C.,50
16703,44028,B.S.,1100
16704,44028,H.C.,835
16705,44030,B.S.,1473
16706,44030,H.C.,50
16707,44032,B.S.,224
16708,44035,B.S.,5805
16709,44035,H.C.,6063
16710,44036,B.S.,216
16711,44039,B.S.,1479
16712,44039,H.C.,500
16713,44040,B.S.,3578
16714,44040,H.C.,17496
16715,44041,B.S.,978
16716,44044,B.S.,918
16717,44044,H.C.,250
16718,44046,B.S.,1692
16719,44047,B.S.,247
16720,44047,H.C.,1250
16721,44050,B.S.,100
16722,44050,H.C.,56
16723,44052,B.S.,1697
16724,44053,B.S.,606
16725,44053,H.C.,491
16726,44054,B.S.,979
16727,44054,H.C.,110
16728,44055,B.S.,290
16729,44056,B.S.,2000
16730,44056,H.C.,414
16731,44057,B.S.,1786
16732,44057,H.C.,90
16733,44060,B.S.,22011
16734,44060,H.C.,476
16735,44061,H.C.,90
16736,44062,B.S.,975
16737,44065,B.S.,174
16738,44065,H.C.,232
16739,44067,B.S.,2596
16740,44067,H.C.,3235
16741,44068,B.S.,250
16742,44070,B.S.,2558
16743,44070,H.C.,619
16744,44072,B.S.,1132
16745,44072,H.C.,500
16746,44074,B.S.,28235
16747,44074,H.C.,4323
16748,44077,B.S.,13940
16749,44077,H.C.,1367
16750,44081,H.C.,90
16751,44087,B.S.,3195
16752,44087,H.C.,163
16753,44089,B.S.,3966
16754,44089,H.C.,1140
16755,44090,H.C.,211
16756,44092,B.S.,2612
16757,44092,H.C.,1300
16758,44094,B.S.,14714
16759,44094,H.C.,6554
16760,44095,B.S.,2496
16761,44095,H.C.,3360
16762,44101,B.S.,564
16763,44102,B.S.,11156
16764,44102,H.C.,11401
16765,44103,B.S.,302
16766,44103,H.C.,100
16767,44104,B.S.,200
16768,44104,H.C.,50
16769,44105,B.S.,587
16770,44105,H.C.,320
16771,44106,B.S.,13890
16772,44106,H.C.,32644
16773,44107,B.S.,22459
16774,44107,H.C.,21516
16775,44108,B.S.,675
16776,44108,H.C.,17511
16777,44109,B.S.,5657
16778,44109,H.C.,86
16779,44110,B.S.,380
16780,44111,B.S.,9664
16781,44111,H.C.,1309
16782,44112,B.S.,3837
16783,44112,H.C.,325
16784,44113,B.S.,16254
16785,44113,H.C.,27236
16786,44114,B.S.,1345
16787,44114,H.C.,8655
16788,44115,B.S.,465
16789,44115,H.C.,13100
16790,44116,B.S.,8710
16791,44116,H.C.,7008
16792,44118,B.S.,38889
16793,44118,H.C.,22577
16794,44119,B.S.,6320
16795,44119,H.C.,600
16796,44120,B.S.,41479
16797,44120,H.C.,42717
16798,44121,B.S.,16061
16799,44121,H.C.,9514
16800,44122,B.S.,22840
16801,44122,H.C.,68705
16802,44123,B.S.,1753
16803,44123,H.C.,1550
16804,44124,B.S.,25681
16805,44124,H.C.,40142
16806,44125,B.S.,2869
16807,44126,B.S.,2698
16808,44126,H.C.,600
16809,44127,B.S.,62
16810,44127,H.C.,200
16811,44128,B.S.,2698
16812,44128,H.C.,5710
16813,44129,B.S.,9854
16814,44129,H.C.,378
16815,44130,B.S.,9262
16816,44130,H.C.,3886
16817,44131,B.S.,3394
16818,44131,H.C.,28845
16819,44132,B.S.,294
16820,44132,H.C.,200
16821,44133,B.S.,5848
16822,44133,H.C.,10261
16823,44134,B.S.,7625
16824,44134,H.C.,579
16825,44135,B.S.,3031
16826,44135,H.C.,553
16827,44136,B.S.,2475
16828,44136,H.C.,427
16829,44137,B.S.,266
16830,44138,B.S.,138
16831,44138,H.C.,1075
16832,44139,B.S.,1521
16833,44139,H.C.,19506
16834,44140,B.S.,767
16835,44140,H.C.,6148
16836,44141,B.S.,11753
16837,44141,H.C.,15288
16838,44142,B.S.,184
16839,44143,B.S.,3000
16840,44143,H.C.,2625
16841,44144,B.S.,3184
16842,44144,H.C.,216
16843,44145,B.S.,8176
16844,44145,H.C.,19454
16845,44146,B.S.,2336
16846,44146,H.C.,145
16847,44147,B.S.,1699
16848,44147,H.C.,2330
16849,44149,B.S.,2735
16850,44149,H.C.,3915
16851,44201,B.S.,85
16852,44202,B.S.,3346
16853,44202,H.C.,3290
16854,44203,B.S.,8447
16855,44203,H.C.,3101
16856,44210,H.C.,3262
16857,44212,B.S.,2209
16858,44212,H.C.,159
16859,44214,B.S.,2276
16860,44215,B.S.,444
16861,44216,B.S.,467
16862,44221,B.S.,10437
16863,44221,H.C.,5675
16864,44223,B.S.,7349
16865,44223,H.C.,3308
16866,44224,B.S.,8943
16867,44224,H.C.,1078
16868,44230,B.S.,394
16869,44230,H.C.,325
16870,44231,B.S.,965
16871,44233,B.S.,1080
16872,44233,H.C.,25
16873,44236,B.S.,10109
16874,44236,H.C.,15390
16875,44240,B.S.,13663
16876,44240,H.C.,2906
16877,44241,B.S.,1974
16878,44241,H.C.,112
16879,44253,B.S.,755
16880,44253,H.C.,2700
16881,44255,B.S.,1837
16882,44255,H.C.,376
16883,44256,B.S.,5645
16884,44256,H.C.,13746
16885,44258,B.S.,171
16886,44260,B.S.,1196
16887,44262,B.S.,303
16888,44262,H.C.,263
16889,44263,B.S.,400
16890,44264,B.S.,1270
16891,44266,B.S.,3582
16892,44272,B.S.,6936
16893,44273,B.S.,2685
16894,44273,H.C.,1235
16895,44278,B.S.,3831
16896,44278,H.C.,494
16897,44280,B.S.,30
16898,44280,H.C.,250
16899,44281,B.S.,2394
16900,44281,H.C.,626
16901,44286,B.S.,2283
16902,44287,B.S.,442
16903,44287,H.C.,500
16904,44288,B.S.,65
16905,44301,B.S.,655
16906,44301,H.C.,100
16907,44302,B.S.,871
16908,44302,H.C.,68
16909,44303,B.S.,11664
16910,44303,H.C.,2620
16911,44304,B.S.,55
16912,44304,H.C.,10
16913,44305,B.S.,1280
16914,44305,H.C.,70
16915,44306,B.S.,270
16916,44307,H.C.,98
16917,44308,B.S.,1457
16918,44308,H.C.,1000
16919,44310,B.S.,825
16920,44310,H.C.,89
16921,44312,B.S.,3095
16922,44312,H.C.,192
16923,44313,B.S.,17194
16924,44313,H.C.,1876
16925,44314,B.S.,1357
16926,44319,B.S.,1126
16927,44319,H.C.,2880
16928,44320,B.S.,1121
16929,44320,H.C.,25
16930,44321,B.S.,133
16931,44321,H.C.,5625
16932,44323,B.S.,500
16933,44333,B.S.,27748
16934,44333,H.C.,4995
16935,44334,B.S.,775
16936,44401,B.S.,230
16937,44402,H.C.,361
16938,44403,B.S.,300
16939,44403,H.C.,300
16940,44404,B.S.,1000
16941,44405,B.S.,2200
16942,44405,H.C.,10
16943,44406,B.S.,5878
16944,44406,H.C.,30961
16945,44410,B.S.,1129
16946,44410,H.C.,829
16947,44411,B.S.,500
16948,44412,B.S.,1398
16949,44420,B.S.,4624
16950,44420,H.C.,642
16951,44423,B.S.,1000
16952,44425,B.S.,50
16953,44425,H.C.,5539
16954,44428,B.S.,204
16955,44429,B.S.,30
16956,44431,H.C.,258
16957,44432,B.S.,368
16958,44437,B.S.,157
16959,44440,B.S.,87
16960,44440,H.C.,3084
16961,44442,B.S.,558
16962,44444,B.S.,4955
16963,44444,H.C.,510
16964,44446,B.S.,3462
16965,44446,H.C.,1774
16966,44449,B.S.,225
16967,44449,H.C.,44
16968,44450,B.S.,150
16969,44452,B.S.,30
16970,44460,B.S.,5526
16971,44460,H.C.,2446
16972,44471,H.C.,110
16973,44473,B.S.,920
16974,44481,B.S.,6929
16975,44481,H.C.,2950
16976,44483,B.S.,5066
16977,44483,H.C.,195
16978,44484,B.S.,2367
16979,44484,H.C.,8100
16980,44485,B.S.,149
16981,44502,H.C.,9600
16982,44504,H.C.,1500
16983,44505,B.S.,5374
16984,44505,H.C.,3935
16985,44507,H.C.,148
16986,44509,B.S.,385
16987,44509,H.C.,873
16988,44511,B.S.,4632
16989,44511,H.C.,2878
16990,44512,B.S.,1552
16991,44512,H.C.,21238
16992,44514,B.S.,4261
16993,44514,H.C.,11120
16994,44515,B.S.,1777
16995,44515,H.C.,1550
16996,44601,B.S.,2993
16997,44601,H.C.,347
16998,44606,B.S.,44
16999,44608,B.S.,32
17000,44612,B.S.,75
17001,44614,B.S.,622
17002,44614,H.C.,40
17003,44615,B.S.,2252
17004,44615,H.C.,63
17005,44618,B.S.,1678
17006,44620,B.S.,54
17007,44622,B.S.,1408
17008,44622,H.C.,600
17009,44626,B.S.,235
17010,44632,B.S.,300
17011,44632,H.C.,400
17012,44634,H.C.,500
17013,44636,B.S.,1404
17014,44641,H.C.,50
17015,44644,B.S.,286
17016,44646,B.S.,725
17017,44646,H.C.,231
17018,44647,B.S.,2485
17019,44648,B.S.,56
17020,44654,B.S.,1047
17021,44654,H.C.,19580
17022,44657,B.S.,350
17023,44657,H.C.,45
17024,44662,B.S.,54
17025,44663,B.S.,2027
17026,44663,H.C.,899
17027,44666,B.S.,67
17028,44667,B.S.,127
17029,44667,H.C.,250
17030,44676,B.S.,128
17031,44677,H.C.,280
17032,44683,B.S.,771
17033,44685,B.S.,5063
17034,44685,H.C.,690
17035,44688,B.S.,70
17036,44691,B.S.,7943
17037,44691,H.C.,551
17038,44699,B.S.,377
17039,44701,H.C.,175
17040,44702,B.S.,3500
17041,44703,B.S.,200
17042,44705,B.S.,529
17043,44706,B.S.,310
17044,44706,H.C.,160
17045,44707,H.C.,64
17046,44708,B.S.,2680
17047,44708,H.C.,679
17048,44709,B.S.,3054
17049,44709,H.C.,4398
17050,44710,B.S.,943
17051,44714,B.S.,644
17052,44714,H.C.,50
17053,44718,B.S.,1266
17054,44718,H.C.,3245
17055,44720,B.S.,3932
17056,44720,H.C.,2101
17057,44721,H.C.,575
17058,44730,B.S.,183
17059,44804,H.C.,25
17060,44805,B.S.,692
17061,44805,H.C.,1142
17062,44811,B.S.,300
17063,44811,H.C.,150
17064,44813,B.S.,344
17065,44814,B.S.,1200
17066,44814,H.C.,500
17067,44820,B.S.,437
17068,44820,H.C.,138
17069,44822,B.S.,1145
17070,44822,H.C.,140
17071,44824,B.S.,1364
17072,44827,H.C.,214
17073,44830,B.S.,2715
17074,44830,H.C.,1321
17075,44833,B.S.,320
17076,44837,B.S.,1445
17077,44839,B.S.,907
17078,44839,H.C.,3250
17079,44842,B.S.,317
17080,44843,B.S.,999
17081,44846,B.S.,2981
17082,44849,H.C.,50
17083,44853,H.C.,83
17084,44854,B.S.,257
17085,44857,B.S.,274
17086,44870,B.S.,1440
17087,44870,H.C.,1301
17088,44875,B.S.,2430
17089,44881,B.S.,250
17090,44883,B.S.,2184
17091,44889,B.S.,167
17092,44889,H.C.,236
17093,44890,H.C.,10
17094,44902,B.S.,367
17095,44903,B.S.,746
17096,44904,B.S.,649
17097,44904,H.C.,860
17098,44905,B.S.,125
17099,44905,H.C.,1000
17100,44906,B.S.,476
17101,44906,H.C.,285
17102,44907,B.S.,2501
17103,44907,H.C.,1232
17104,45000,B.S.,65
17105,45002,B.S.,315
17106,45002,H.C.,345
17107,45003,B.S.,1157
17108,45005,B.S.,535
17109,45005,H.C.,405
17110,45011,B.S.,4755
17111,45011,H.C.,8841
17112,45012,B.S.,515
17113,45013,B.S.,10531
17114,45013,H.C.,125
17115,45014,B.S.,2778
17116,45014,H.C.,876
17117,45015,B.S.,1995
17118,45015,H.C.,75
17119,45018,B.S.,200
17120,45030,B.S.,1360
17121,45032,B.S.,55
17122,45034,B.S.,100
17123,45036,B.S.,3239
17124,45036,H.C.,1903
17125,45039,B.S.,2216
17126,45039,H.C.,1650
17127,45040,B.S.,9120
17128,45040,H.C.,5525
17129,45042,B.S.,2898
17130,45042,H.C.,8600
17131,45044,B.S.,4206
17132,45044,H.C.,3080
17133,45050,B.S.,2048
17134,45053,B.S.,415
17135,45056,B.S.,6395
17136,45056,H.C.,8363
17137,45064,B.S.,665
17138,45065,B.S.,4995
17139,45066,B.S.,1898
17140,45066,H.C.,7436
17141,45067,H.C.,379
17142,45068,B.S.,402
17143,45069,B.S.,17943
17144,45069,H.C.,2236
17145,45101,H.C.,450
17146,45102,B.S.,1915
17147,45102,H.C.,100
17148,45103,B.S.,3225
17149,45103,H.C.,1518
17150,45106,B.S.,100
17151,45106,H.C.,2839
17152,45111,B.S.,117
17153,45121,B.S.,548
17154,45121,H.C.,1544
17155,45122,B.S.,660
17156,45123,B.S.,200
17157,45133,B.S.,1189
17158,45133,H.C.,25
17159,45140,B.S.,6568
17160,45140,H.C.,3235
17161,45144,H.C.,210
17162,45149,B.S.,1000
17163,45150,B.S.,17617
17164,45150,H.C.,737
17165,45152,B.S.,165
17166,45152,H.C.,225
17167,45153,B.S.,642
17168,45153,H.C.,25
17169,45154,B.S.,806
17170,45154,H.C.,1350
17171,45157,B.S.,251
17172,45157,H.C.,2271
17173,45160,B.S.,650
17174,45162,B.S.,35
17175,45162,H.C.,100
17176,45169,B.S.,1850
17177,45169,H.C.,532
17178,45174,B.S.,2162
17179,45174,H.C.,1750
17180,45176,B.S.,464
17181,45177,B.S.,1822
17182,45177,H.C.,199
17183,45178,B.S.,1065
17184,45202,B.S.,7660
17185,45202,H.C.,30360
17186,45203,H.C.,2823
17187,45204,B.S.,1615
17188,45204,H.C.,275
17189,45205,B.S.,2263
17190,45205,H.C.,100
17191,45206,B.S.,6206
17192,45206,H.C.,34153
17193,45207,H.C.,5425
17194,45208,B.S.,15305
17195,45208,H.C.,82173
17196,45209,B.S.,4653
17197,45209,H.C.,306
17198,45211,B.S.,7189
17199,45211,H.C.,1197
17200,45212,B.S.,17163
17201,45212,H.C.,1097
17202,45213,B.S.,7360
17203,45213,H.C.,6255
17204,45214,B.S.,502
17205,45215,B.S.,9307
17206,45215,H.C.,27361
17207,45216,B.S.,1190
17208,45216,H.C.,100
17209,45217,B.S.,129
17210,45218,B.S.,197
17211,45218,H.C.,1155
17212,45219,B.S.,8506
17213,45219,H.C.,4911
17214,45220,B.S.,21396
17215,45220,H.C.,24404
17216,45223,B.S.,11904
17217,45223,H.C.,1507
17218,45224,B.S.,1793
17219,45224,H.C.,14638
17220,45225,B.S.,226
17221,45226,B.S.,3883
17222,45226,H.C.,10555
17223,45227,B.S.,5967
17224,45227,H.C.,1834
17225,45229,B.S.,2564
17226,45229,H.C.,5472
17227,45230,B.S.,16355
17228,45230,H.C.,8747
17229,45231,B.S.,4671
17230,45231,H.C.,469
17231,45232,B.S.,870
17232,45233,B.S.,2174
17233,45233,H.C.,1000
17234,45236,B.S.,7411
17235,45236,H.C.,9985
17236,45237,B.S.,3565
17237,45237,H.C.,4875
17238,45238,B.S.,2631
17239,45238,H.C.,1325
17240,45239,B.S.,1434
17241,45239,H.C.,329
17242,45240,B.S.,3317
17243,45240,H.C.,1390
17244,45241,B.S.,4821
17245,45241,H.C.,6036
17246,45242,B.S.,10607
17247,45242,H.C.,18889
17248,45243,B.S.,12810
17249,45243,H.C.,43200
17250,45244,B.S.,14045
17251,45244,H.C.,4560
17252,45245,B.S.,4722
17253,45245,H.C.,717
17254,45246,B.S.,3244
17255,45246,H.C.,3118
17256,45247,H.C.,362
17257,45248,B.S.,744
17258,45248,H.C.,50
17259,45249,B.S.,1910
17260,45249,H.C.,4523
17261,45251,B.S.,1984
17262,45251,H.C.,400
17263,45252,B.S.,500
17264,45255,B.S.,3825
17265,45255,H.C.,2865
17266,45258,H.C.,120
17267,45304,B.S.,308
17268,45305,B.S.,4123
17269,45305,H.C.,515
17270,45309,B.S.,147
17271,45309,H.C.,231
17272,45311,B.S.,715
17273,45315,B.S.,485
17274,45315,H.C.,686
17275,45318,B.S.,400
17276,45318,H.C.,210
17277,45320,B.S.,1629
17278,45322,B.S.,873
17279,45322,H.C.,346
17280,45324,B.S.,10212
17281,45324,H.C.,857
17282,45325,B.S.,200
17283,45327,B.S.,3604
17284,45327,H.C.,290
17285,45331,B.S.,981
17286,45335,B.S.,570
17287,45335,H.C.,90
17288,45338,H.C.,250
17289,45341,B.S.,4258
17290,45342,B.S.,2237
17291,45342,H.C.,2936
17292,45343,B.S.,127
17293,45344,B.S.,5765
17294,45345,B.S.,100
17295,45346,H.C.,214
17296,45349,B.S.,350
17297,45354,B.S.,400
17298,45356,B.S.,844
17299,45363,H.C.,500
17300,45365,B.S.,5166
17301,45370,B.S.,500
17302,45371,B.S.,3842
17303,45371,H.C.,200
17304,45373,B.S.,5379
17305,45373,H.C.,6691
17306,45377,B.S.,828
17307,45377,H.C.,1500
17308,45380,B.S.,1150
17309,45381,B.S.,35
17310,45382,H.C.,1100
17311,45383,B.S.,1497
17312,45385,B.S.,3249
17313,45385,H.C.,7335
17314,45387,B.S.,13757
17315,45387,H.C.,8580
17316,45390,B.S.,189
17317,45402,B.S.,1481
17318,45402,H.C.,675
17319,45403,B.S.,2835
17320,45403,H.C.,10
17321,45404,B.S.,197
17322,45405,B.S.,6248
17323,45405,H.C.,654
17324,45406,B.S.,510
17325,45406,H.C.,307
17326,45409,B.S.,1128
17327,45409,H.C.,1150
17328,45410,B.S.,4627
17329,45410,H.C.,250
17330,45414,B.S.,2949
17331,45414,H.C.,425
17332,45415,B.S.,2058
17333,45415,H.C.,649
17334,45417,B.S.,700
17335,45419,B.S.,7721
17336,45419,H.C.,1255
17337,45420,B.S.,7905
17338,45420,H.C.,276
17339,45424,B.S.,8738
17340,45424,H.C.,634
17341,45426,B.S.,1055
17342,45429,B.S.,5695
17343,45429,H.C.,1733
17344,45430,B.S.,81
17345,45431,B.S.,5343
17346,45431,H.C.,325
17347,45432,B.S.,3244
17348,45432,H.C.,681
17349,45433,B.S.,50
17350,45433,H.C.,170
17351,45434,B.S.,2272
17352,45434,H.C.,408
17353,45437,B.S.,98
17354,45439,B.S.,1429
17355,45439,H.C.,234
17356,45440,B.S.,4255
17357,45440,H.C.,649
17358,45449,B.S.,1416
17359,45449,H.C.,750
17360,45458,B.S.,7747
17361,45458,H.C.,2166
17362,45459,B.S.,9463
17363,45459,H.C.,15900
17364,45501,B.S.,636
17365,45502,B.S.,4959
17366,45502,H.C.,845
17367,45503,B.S.,11516
17368,45503,H.C.,687
17369,45504,B.S.,7089
17370,45504,H.C.,543
17371,45506,B.S.,963
17372,45506,H.C.,50
17373,45601,B.S.,4388
17374,45601,H.C.,3498
17375,45603,H.C.,69
17376,45614,H.C.,100
17377,45619,B.S.,224
17378,45629,B.S.,40
17379,45631,B.S.,1482
17380,45631,H.C.,400
17381,45636,B.S.,350
17382,45638,B.S.,626
17383,45640,B.S.,924
17384,45640,H.C.,50
17385,45648,H.C.,776
17386,45651,H.C.,150
17387,45652,B.S.,81
17388,45657,H.C.,466
17389,45660,H.C.,2700
17390,45662,B.S.,4816
17391,45662,H.C.,300
17392,45663,B.S.,386
17393,45669,B.S.,200
17394,45669,H.C.,200
17395,45672,H.C.,12
17396,45679,B.S.,1122
17397,45679,H.C.,135
17398,45680,B.S.,811
17399,45684,H.C.,10
17400,45690,B.S.,401
17401,45690,H.C.,607
17402,45692,H.C.,60
17403,45693,B.S.,521
17404,45694,B.S.,40
17405,45694,H.C.,25
17406,45697,H.C.,240
17407,45701,B.S.,27551
17408,45701,H.C.,13391
17409,45710,B.S.,1737
17410,45710,H.C.,880
17411,45711,B.S.,1961
17412,45714,B.S.,1050
17413,45714,H.C.,699
17414,45719,B.S.,5311
17415,45724,H.C.,216
17416,45732,B.S.,1814
17417,45732,H.C.,273
17418,45735,B.S.,700
17419,45742,B.S.,100
17420,45750,B.S.,2299
17421,45750,H.C.,650
17422,45761,B.S.,3400
17423,45761,H.C.,54
17424,45764,B.S.,479
17425,45767,B.S.,370
17426,45772,B.S.,300
17427,45776,H.C.,254
17428,45778,B.S.,56
17429,45778,H.C.,500
17430,45780,B.S.,125
17431,45780,H.C.,141
17432,45786,B.S.,204
17433,45788,B.S.,456
17434,45804,B.S.,196
17435,45805,B.S.,1367
17436,45805,H.C.,328
17437,45810,B.S.,8756
17438,45810,H.C.,208
17439,45817,B.S.,50
17440,45817,H.C.,255
17441,45820,H.C.,26
17442,45822,B.S.,2116
17443,45822,H.C.,25
17444,45828,B.S.,154
17445,45833,B.S.,2300
17446,45833,H.C.,133
17447,45840,B.S.,6496
17448,45840,H.C.,967
17449,45843,B.S.,215
17450,45845,B.S.,138
17451,45850,H.C.,25
17452,45867,H.C.,550
