,zip,CAND,TRANSACTION_AMT
17453,45869,B.S.,500
17454,45879,H.C.,60
17455,45880,B.S.,800
17456,45885,B.S.,265
17457,45889,B.S.,255
17458,45891,B.S.,2029
17459,45895,B.S.,3607
17460,45896,B.S.,310
17461,45920,B.S.,136
17462,46005,B.S.,250
17463,46011,B.S.,27
17464,46011,H.C.,2700
17465,46012,B.S.,5441
17466,46012,H.C.,1900
17467,46013,B.S.,846
17468,46013,H.C.,633
17469,46016,B.S.,1731
17470,46018,H.C.,2700
17471,46030,B.S.,4099
17472,46030,H.C.,75
17473,46031,B.S.,820
17474,46032,B.S.,17709
17475,46032,H.C.,53443
17476,46033,B.S.,8377
17477,46033,H.C.,20995
17478,46034,B.S.,1402
17479,46036,B.S.,887
17480,46036,H.C.,211
17481,46037,B.S.,4674
17482,46037,H.C.,6652
17483,46038,B.S.,7210
17484,46038,H.C.,10907
17485,46040,B.S.,184
17486,46040,H.C.,3255
17487,46041,B.S.,2654
17488,46044,B.S.,455
17489,46048,B.S.,50
17490,46052,B.S.,1965
17491,46055,B.S.,4314
17492,46055,H.C.,5700
17493,46056,B.S.,1420
17494,46056,H.C.,200
17495,46057,H.C.,500
17496,46060,B.S.,6112
17497,46060,H.C.,482
17498,46062,B.S.,6066
17499,46062,H.C.,12210
17500,46064,B.S.,1250
17501,46065,B.S.,175
17502,46068,B.S.,776
17503,46069,B.S.,15
17504,46069,H.C.,2700
17505,46072,B.S.,395
17506,46074,B.S.,9315
17507,46074,H.C.,9400
17508,46075,B.S.,2957
17509,46075,H.C.,5400
17510,46076,B.S.,438
17511,46077,B.S.,21631
17512,46077,H.C.,18583
17513,46106,B.S.,3716
17514,46106,H.C.,10
17515,46107,B.S.,730
17516,46112,B.S.,2461
17517,46112,H.C.,768
17518,46113,B.S.,1755
17519,46113,H.C.,120
17520,46118,B.S.,500
17521,46118,H.C.,195
17522,46120,B.S.,67
17523,46121,B.S.,1030
17524,46121,H.C.,2230
17525,46122,B.S.,1726
17526,46123,B.S.,12145
17527,46123,H.C.,256
17528,46124,B.S.,255
17529,46124,H.C.,339
17530,46130,B.S.,334
17531,46130,H.C.,1900
17532,46131,B.S.,4092
17533,46131,H.C.,676
17534,46135,B.S.,2293
17535,46135,H.C.,816
17536,46140,B.S.,3054
17537,46140,H.C.,576
17538,46142,B.S.,3898
17539,46142,H.C.,98
17540,46143,B.S.,12138
17541,46143,H.C.,1538
17542,46147,B.S.,27
17543,46148,B.S.,17
17544,46149,B.S.,300
17545,46151,B.S.,7820
17546,46151,H.C.,688
17547,46158,B.S.,3363
17548,46158,H.C.,1583
17549,46160,B.S.,54
17550,46160,H.C.,55
17551,46163,B.S.,615
17552,46164,H.C.,688
17553,46165,H.C.,5400
17554,46167,B.S.,2166
17555,46167,H.C.,15
17556,46168,B.S.,2115
17557,46168,H.C.,2353
17558,46171,B.S.,3879
17559,46173,B.S.,1319
17560,46176,B.S.,140
17561,46176,H.C.,194
17562,46181,B.S.,100
17563,46182,B.S.,60
17564,46183,B.S.,647
17565,46184,B.S.,2513
17566,46201,B.S.,3909
17567,46201,H.C.,3661
17568,46202,B.S.,8081
17569,46202,H.C.,20729
17570,46203,B.S.,8951
17571,46203,H.C.,877
17572,46204,B.S.,1494
17573,46204,H.C.,13979
17574,46205,B.S.,19331
17575,46205,H.C.,20636
17576,46206,B.S.,80
17577,46208,B.S.,13814
17578,46208,H.C.,10879
17579,46214,B.S.,560
17580,46214,H.C.,37
17581,46216,B.S.,205
17582,46216,H.C.,600
17583,46217,B.S.,7113
17584,46217,H.C.,2427
17585,46218,B.S.,1377
17586,46218,H.C.,334
17587,46219,B.S.,9102
17588,46219,H.C.,3000
17589,46220,B.S.,40142
17590,46220,H.C.,29199
17591,46221,B.S.,1564
17592,46221,H.C.,44
17593,46222,B.S.,50
17594,46222,H.C.,1015
17595,46224,B.S.,1095
17596,46224,H.C.,133
17597,46225,B.S.,18
17598,46225,H.C.,3115
17599,46226,B.S.,4030
17600,46226,H.C.,9670
17601,46227,B.S.,6236
17602,46227,H.C.,2730
17603,46228,B.S.,5977
17604,46228,H.C.,14960
17605,46229,B.S.,5663
17606,46231,B.S.,1548
17607,46231,H.C.,186
17608,46234,B.S.,2264
17609,46234,H.C.,13840
17610,46235,B.S.,190
17611,46235,H.C.,1730
17612,46236,B.S.,5826
17613,46236,H.C.,10362
17614,46237,B.S.,8743
17615,46237,H.C.,544
17616,46239,B.S.,5202
17617,46239,H.C.,1367
17618,46240,B.S.,20409
17619,46240,H.C.,22609
17620,46241,B.S.,1127
17621,46241,H.C.,2000
17622,46244,B.S.,500
17623,46244,H.C.,1700
17624,46250,B.S.,5343
17625,46250,H.C.,20065
17626,46254,B.S.,1769
17627,46254,H.C.,515
17628,46256,B.S.,10070
17629,46256,H.C.,16504
17630,46259,B.S.,707
17631,46259,H.C.,15
17632,46260,B.S.,15341
17633,46260,H.C.,30280
17634,46268,B.S.,6555
17635,46268,H.C.,3676
17636,46278,B.S.,3685
17637,46278,H.C.,7074
17638,46280,B.S.,2927
17639,46280,H.C.,3045
17640,46290,H.C.,727
17641,46301,B.S.,54
17642,46301,H.C.,11850
17643,46303,B.S.,2954
17644,46303,H.C.,85
17645,46304,B.S.,12420
17646,46304,H.C.,4597
17647,46307,B.S.,18180
17648,46307,H.C.,11563
17649,46310,B.S.,696
17650,46310,H.C.,327
17651,46311,B.S.,4320
17652,46311,H.C.,4920
17653,46312,B.S.,13
17654,46312,H.C.,500
17655,46319,B.S.,782
17656,46319,H.C.,212
17657,46320,B.S.,81
17658,46320,H.C.,2700
17659,46321,B.S.,4233
17660,46321,H.C.,53935
17661,46322,B.S.,12574
17662,46322,H.C.,3986
17663,46323,B.S.,1515
17664,46323,H.C.,1194
17665,46324,B.S.,4148
17666,46324,H.C.,1116
17667,46327,B.S.,100
17668,46338,B.S.,100
17669,46341,B.S.,2309
17670,46342,B.S.,6116
17671,46342,H.C.,5635
17672,46347,B.S.,392
17673,46347,H.C.,97
17674,46350,B.S.,3009
17675,46350,H.C.,596
17676,46356,B.S.,2817
17677,46356,H.C.,1000
17678,46360,B.S.,13011
17679,46360,H.C.,8450
17680,46366,B.S.,1002
17681,46366,H.C.,216
17682,46368,B.S.,9529
17683,46368,H.C.,3381
17684,46371,B.S.,844
17685,46373,B.S.,900
17686,46373,H.C.,7056
17687,46375,B.S.,5985
17688,46375,H.C.,6240
17689,46382,B.S.,1567
17690,46383,B.S.,18753
17691,46383,H.C.,4764
17692,46384,B.S.,100
17693,46384,H.C.,300
17694,46385,B.S.,10201
17695,46385,H.C.,12955
17696,46390,B.S.,63
17697,46391,B.S.,4928
17698,46392,B.S.,220
17699,46394,B.S.,1938
17700,46394,H.C.,500
17701,46401,B.S.,105
17702,46403,B.S.,12609
17703,46403,H.C.,11056
17704,46404,B.S.,3849
17705,46404,H.C.,4200
17706,46405,B.S.,523
17707,46406,B.S.,27
17708,46408,H.C.,1560
17709,46409,B.S.,64
17710,46410,B.S.,6537
17711,46410,H.C.,5740
17712,46501,B.S.,742
17713,46501,H.C.,5400
17714,46504,B.S.,53
17715,46506,B.S.,125
17716,46507,B.S.,1442
17717,46507,H.C.,13
17718,46511,B.S.,593
17719,46511,H.C.,251
17720,46514,B.S.,5255
17721,46514,H.C.,353
17722,46516,B.S.,781
17723,46516,H.C.,100
17724,46517,B.S.,2624
17725,46524,B.S.,175
17726,46526,B.S.,3944
17727,46526,H.C.,524
17728,46528,B.S.,2305
17729,46528,H.C.,734
17730,46530,B.S.,19402
17731,46530,H.C.,4281
17732,46531,B.S.,65
17733,46534,B.S.,4140
17734,46534,H.C.,8
17735,46536,B.S.,308
17736,46538,B.S.,33
17737,46540,B.S.,157
17738,46544,B.S.,3076
17739,46544,H.C.,595
17740,46545,B.S.,1898
17741,46545,H.C.,2935
17742,46550,B.S.,10
17743,46552,B.S.,604
17744,46553,B.S.,1131
17745,46554,B.S.,100
17746,46556,B.S.,416
17747,46556,H.C.,321
17748,46561,B.S.,1655
17749,46561,H.C.,100
17750,46563,B.S.,1112
17751,46563,H.C.,58
17752,46567,B.S.,2788
17753,46573,H.C.,150
17754,46574,B.S.,164
17755,46580,B.S.,1872
17756,46580,H.C.,548
17757,46582,B.S.,361
17758,46590,H.C.,138
17759,46595,B.S.,115
17760,46601,B.S.,931
17761,46601,H.C.,1063
17762,46613,B.S.,1606
17763,46614,B.S.,8428
17764,46614,H.C.,2860
17765,46615,B.S.,3495
17766,46615,H.C.,1350
17767,46616,B.S.,10334
17768,46617,B.S.,5517
17769,46617,H.C.,6710
17770,46619,B.S.,1176
17771,46619,H.C.,265
17772,46624,H.C.,2700
17773,46628,B.S.,2167
17774,46628,H.C.,3050
17775,46634,B.S.,28
17776,46635,B.S.,2412
17777,46635,H.C.,1618
17778,46637,B.S.,6671
17779,46637,H.C.,2800
17780,46701,B.S.,617
17781,46702,B.S.,417
17782,46703,B.S.,3940
17783,46703,H.C.,5
17784,46705,B.S.,332
17785,46706,B.S.,40
17786,46706,H.C.,167
17787,46710,B.S.,1112
17788,46714,B.S.,138
17789,46723,B.S.,576
17790,46723,H.C.,400
17791,46725,B.S.,2028
17792,46733,B.S.,627
17793,46733,H.C.,25
17794,46737,B.S.,600
17795,46738,B.S.,685
17796,46741,B.S.,150
17797,46743,H.C.,300
17798,46746,B.S.,1000
17799,46750,B.S.,470
17800,46750,H.C.,500
17801,46755,B.S.,432
17802,46761,B.S.,570
17803,46764,B.S.,57
17804,46765,B.S.,400
17805,46770,B.S.,108
17806,46771,B.S.,50
17807,46773,B.S.,175
17808,46774,B.S.,500
17809,46774,H.C.,100
17810,46776,B.S.,1300
17811,46783,B.S.,3374
17812,46783,H.C.,58
17813,46787,B.S.,150
17814,46787,H.C.,50
17815,46788,B.S.,1141
17816,46792,H.C.,100
17817,46793,B.S.,377
17818,46793,H.C.,15
17819,46795,B.S.,983
17820,46796,B.S.,110
17821,46802,B.S.,4846
17822,46802,H.C.,958
17823,46803,B.S.,500
17824,46803,H.C.,227
17825,46804,B.S.,7712
17826,46804,H.C.,11754
17827,46805,B.S.,8534
17828,46805,H.C.,225
17829,46806,B.S.,35
17830,46807,B.S.,5679
17831,46807,H.C.,346
17832,46808,B.S.,4896
17833,46808,H.C.,603
17834,46809,B.S.,200
17835,46814,B.S.,2315
17836,46814,H.C.,2295
17837,46815,B.S.,2346
17838,46815,H.C.,472
17839,46816,B.S.,1060
17840,46818,B.S.,608
17841,46819,B.S.,75
17842,46825,B.S.,4951
17843,46825,H.C.,2895
17844,46835,B.S.,6759
17845,46835,H.C.,239
17846,46845,B.S.,2780
17847,46845,H.C.,1767
17848,46867,B.S.,102
17849,46885,H.C.,300
17850,46898,B.S.,400
17851,46901,B.S.,4258
17852,46901,H.C.,125
17853,46902,B.S.,6699
17854,46902,H.C.,200
17855,46923,B.S.,1115
17856,46923,H.C.,100
17857,46928,B.S.,1981
17858,46933,B.S.,128
17859,46936,B.S.,729
17860,46938,B.S.,675
17861,46941,H.C.,25
17862,46947,B.S.,4102
17863,46952,B.S.,2830
17864,46952,H.C.,10850
17865,46953,B.S.,3710
17866,46962,B.S.,1803
17867,46962,H.C.,26
17868,46970,B.S.,517
17869,46970,H.C.,1899
17870,46974,B.S.,1145
17871,46975,B.S.,3379
17872,46975,H.C.,500
17873,46979,B.S.,587
17874,46987,H.C.,5400
17875,46989,B.S.,564
17876,46992,B.S.,177
17877,46992,H.C.,250
17878,46994,B.S.,673
17879,46996,B.S.,27
17880,46996,H.C.,268
17881,47001,B.S.,371
17882,47006,B.S.,3041
17883,47006,H.C.,506
17884,47012,H.C.,60
17885,47020,B.S.,20
17886,47022,B.S.,10
17887,47025,B.S.,2628
17888,47025,H.C.,258
17889,47032,H.C.,50
17890,47036,B.S.,805
17891,47037,H.C.,175
17892,47040,H.C.,419
17893,47041,B.S.,302
17894,47042,B.S.,40
17895,47058,B.S.,77
17896,47060,B.S.,41
17897,47060,H.C.,38
17898,47102,B.S.,43
17899,47106,B.S.,1000
17900,47108,H.C.,60
17901,47111,B.S.,2562
17902,47111,H.C.,946
17903,47112,B.S.,5924
17904,47112,H.C.,350
17905,47117,B.S.,1076
17906,47119,B.S.,1593
17907,47122,B.S.,2116
17908,47122,H.C.,125
17909,47124,B.S.,81
17910,47125,B.S.,1400
17911,47126,B.S.,37
17912,47126,H.C.,85
17913,47129,B.S.,754
17914,47129,H.C.,62
17915,47130,B.S.,3882
17916,47130,H.C.,1131
17917,47136,B.S.,323
17918,47138,B.S.,3241
17919,47140,B.S.,98
17920,47143,B.S.,90
17921,47150,B.S.,6621
17922,47150,H.C.,1250
17923,47164,B.S.,1632
17924,47165,B.S.,1249
17925,47167,B.S.,1837
17926,47167,H.C.,181
17927,47170,B.S.,2756
17928,47170,H.C.,360
17929,47172,B.S.,3142
17930,47172,H.C.,598
17931,47175,B.S.,1054
17932,47177,B.S.,20
17933,47201,B.S.,5933
17934,47201,H.C.,1525
17935,47203,B.S.,3581
17936,47203,H.C.,339
17937,47220,B.S.,117
17938,47227,B.S.,62
17939,47229,B.S.,220
17940,47235,B.S.,100
17941,47240,B.S.,2548
17942,47240,H.C.,25
17943,47243,H.C.,150
17944,47250,B.S.,2861
17945,47250,H.C.,329
17946,47265,B.S.,179
17947,47265,H.C.,1100
17948,47274,B.S.,1849
17949,47274,H.C.,355
17950,47302,B.S.,3226
17951,47303,B.S.,11530
17952,47303,H.C.,609
17953,47304,B.S.,6817
17954,47304,H.C.,8426
17955,47305,B.S.,1385
17956,47305,H.C.,205
17957,47307,B.S.,26
17958,47320,B.S.,77
17959,47325,B.S.,19
17960,47326,B.S.,111
17961,47327,B.S.,3849
17962,47330,H.C.,10
17963,47331,B.S.,975
17964,47331,H.C.,523
17965,47334,B.S.,192
17966,47342,B.S.,4004
17967,47345,B.S.,246
17968,47346,B.S.,22
17969,47348,B.S.,1798
17970,47353,B.S.,290
17971,47354,B.S.,142
17972,47356,B.S.,1357
17973,47359,B.S.,385
17974,47362,B.S.,438
17975,47362,H.C.,600
17976,47368,B.S.,85
17977,47368,H.C.,100
17978,47371,B.S.,254
17979,47373,H.C.,10
17980,47374,B.S.,9736
17981,47374,H.C.,1942
17982,47375,H.C.,50
17983,47383,B.S.,3934
17984,47383,H.C.,29
17985,47384,B.S.,65
17986,47386,B.S.,27
17987,47396,B.S.,500
17988,47401,B.S.,73509
17989,47401,H.C.,18175
17990,47402,B.S.,2138
17991,47402,H.C.,2850
17992,47403,B.S.,22040
17993,47403,H.C.,945
17994,47404,B.S.,17871
17995,47404,H.C.,1376
17996,47407,B.S.,50
17997,47408,B.S.,19013
17998,47408,H.C.,4067
17999,47420,B.S.,77
18000,47421,B.S.,2445
18001,47421,H.C.,266
18002,47424,B.S.,1970
18003,47424,H.C.,250
18004,47429,B.S.,2824
18005,47429,H.C.,250
18006,47432,B.S.,387
18007,47433,B.S.,2040
18008,47438,B.S.,100
18009,47441,B.S.,1350
18010,47446,B.S.,721
18011,47448,B.S.,2153
18012,47448,H.C.,602
18013,47452,B.S.,109
18014,47454,B.S.,424
18015,47454,H.C.,550
18016,47456,B.S.,60
18017,47458,B.S.,27
18018,47459,B.S.,1150
18019,47459,H.C.,400
18020,47460,B.S.,1873
18021,47460,H.C.,229
18022,47462,B.S.,1015
18023,47464,B.S.,2696
18024,47468,B.S.,1101
18025,47468,H.C.,52
18026,47469,B.S.,341
18027,47486,B.S.,400
18028,47500,B.S.,3
18029,47501,B.S.,290
18030,47501,H.C.,250
18031,47528,H.C.,44
18032,47542,B.S.,2658
18033,47542,H.C.,38
18034,47546,B.S.,2280
18035,47546,H.C.,2700
18036,47551,B.S.,37
18037,47553,B.S.,755
18038,47562,B.S.,500
18039,47564,B.S.,200
18040,47567,H.C.,165
18041,47578,H.C.,2700
18042,47579,B.S.,864
18043,47579,H.C.,57
18044,47586,B.S.,2731
18045,47586,H.C.,3338
18046,47588,B.S.,60
18047,47591,B.S.,2762
18048,47591,H.C.,455
18049,47601,B.S.,2373
18050,47601,H.C.,11300
18051,47612,B.S.,27
18052,47612,H.C.,5400
18053,47613,B.S.,1331
18054,47620,B.S.,1621
18055,47630,B.S.,8024
18056,47630,H.C.,1210
18057,47631,B.S.,324
18058,47631,H.C.,5
18059,47634,B.S.,195
18060,47637,B.S.,3476
18061,47638,B.S.,1825
18062,47639,H.C.,230
18063,47649,B.S.,50
18064,47660,B.S.,140
18065,47665,B.S.,25
18066,47665,H.C.,25
18067,47670,B.S.,937
18068,47670,H.C.,44
18069,47702,H.C.,250
18070,47708,B.S.,3000
18071,47710,B.S.,1008
18072,47711,B.S.,5067
18073,47711,H.C.,3375
18074,47712,B.S.,33
18075,47712,H.C.,5450
18076,47713,B.S.,2099
18077,47714,B.S.,3846
18078,47714,H.C.,184
18079,47715,B.S.,6330
18080,47715,H.C.,810
18081,47720,B.S.,3461
18082,47720,H.C.,947
18083,47725,B.S.,5069
18084,47725,H.C.,2838
18085,47801,B.S.,80
18086,47802,B.S.,3037
18087,47802,H.C.,3513
18088,47803,B.S.,9390
18089,47803,H.C.,776
18090,47804,B.S.,1798
18091,47804,H.C.,80
18092,47805,B.S.,32
18093,47807,B.S.,681
18094,47807,H.C.,115
18095,47815,B.S.,750
18096,47834,B.S.,250
18097,47841,B.S.,713
18098,47842,B.S.,137
18099,47842,H.C.,475
18100,47859,H.C.,110
18101,47872,B.S.,370
18102,47874,H.C.,600
18103,47885,B.S.,823
18104,47901,B.S.,3397
18105,47901,H.C.,1268
18106,47902,B.S.,50
18107,47904,B.S.,5513
18108,47904,H.C.,195
18109,47905,B.S.,6611
18110,47905,H.C.,4725
18111,47906,B.S.,31623
18112,47906,H.C.,14940
18113,47909,B.S.,12272
18114,47909,H.C.,1201
18115,47918,B.S.,2859
18116,47920,B.S.,217
18117,47922,B.S.,282
18118,47932,B.S.,500
18119,47933,B.S.,5555
18120,47933,H.C.,2475
18121,47940,B.S.,279
18122,47944,B.S.,2617
18123,47960,B.S.,2122
18124,47971,B.S.,1224
18125,47974,B.S.,192
18126,47978,B.S.,1723
18127,47978,H.C.,200
18128,47981,B.S.,1000
18129,47987,B.S.,570
18130,47987,H.C.,74
18131,47992,B.S.,210
18132,47993,B.S.,531
18133,47995,B.S.,310
18134,47996,B.S.,20
18135,48001,B.S.,622
18136,48001,H.C.,2917
18137,48003,B.S.,54
18138,48005,B.S.,30
18139,48005,H.C.,8
18140,48006,B.S.,810
18141,48009,B.S.,37296
18142,48009,H.C.,104380
18143,48012,H.C.,2925
18144,48014,B.S.,1034
18145,48015,B.S.,483
18146,48015,H.C.,75
18147,48017,B.S.,9659
18148,48017,H.C.,124
18149,48021,B.S.,7350
18150,48021,H.C.,625
18151,48022,B.S.,80
18152,48022,H.C.,348
18153,48023,B.S.,500
18154,48025,B.S.,14055
18155,48025,H.C.,65290
18156,48026,B.S.,1250
18157,48026,H.C.,3095
18158,48027,B.S.,243
18159,48028,B.S.,100
18160,48030,B.S.,2535
18161,48030,H.C.,136
18162,48033,B.S.,5449
18163,48033,H.C.,1213
18164,48034,B.S.,2499
18165,48034,H.C.,14543
18166,48035,B.S.,1950
18167,48035,H.C.,463
18168,48036,B.S.,4981
18169,48036,H.C.,366
18170,48037,B.S.,482
18171,48038,B.S.,3956
18172,48038,H.C.,3359
18173,48039,B.S.,90
18174,48040,B.S.,1085
18175,48042,B.S.,7327
18176,48042,H.C.,3173
18177,48043,B.S.,4397
18178,48044,B.S.,4455
18179,48044,H.C.,1422
18180,48045,B.S.,5824
18181,48045,H.C.,1360
18182,48047,B.S.,9390
18183,48047,H.C.,3795
18184,48048,B.S.,83
18185,48051,B.S.,428
18186,48051,H.C.,130
18187,48054,B.S.,365
18188,48054,H.C.,443
18189,48059,B.S.,995
18190,48059,H.C.,396
18191,48060,B.S.,9524
18192,48060,H.C.,685
18193,48061,B.S.,27
18194,48062,B.S.,222
18195,48063,B.S.,500
18196,48064,B.S.,3969
18197,48064,H.C.,151
18198,48065,B.S.,5401
18199,48065,H.C.,258
18200,48066,B.S.,7961
18201,48066,H.C.,1426
18202,48067,B.S.,38541
18203,48067,H.C.,25803
18204,48069,B.S.,5516
18205,48069,H.C.,10834
18206,48070,B.S.,15468
18207,48070,H.C.,36879
18208,48071,B.S.,6305
18209,48071,H.C.,8600
18210,48072,B.S.,27725
18211,48072,H.C.,2140
18212,48073,B.S.,42178
18213,48073,H.C.,7305
18214,48074,B.S.,54
18215,48074,H.C.,450
18216,48075,B.S.,460
18217,48075,H.C.,13782
18218,48076,B.S.,14122
18219,48076,H.C.,4238
18220,48079,B.S.,566
18221,48079,H.C.,403
18222,48080,B.S.,14936
18223,48080,H.C.,3525
18224,48081,B.S.,1885
18225,48081,H.C.,1188
18226,48082,B.S.,3667
18227,48083,B.S.,5912
18228,48083,H.C.,5815
18229,48084,B.S.,7884
18230,48084,H.C.,14747
18231,48085,B.S.,16865
18232,48085,H.C.,1357
18233,48088,B.S.,4973
18234,48088,H.C.,172
18235,48089,B.S.,1436
18236,48089,H.C.,2032
18237,48091,B.S.,3128
18238,48092,B.S.,1928
18239,48092,H.C.,3385
18240,48093,B.S.,4805
18241,48093,H.C.,950
18242,48094,B.S.,3116
18243,48094,H.C.,3313
18244,48096,B.S.,716
18245,48097,B.S.,120
18246,48098,B.S.,8521
18247,48098,H.C.,19093
18248,48099,H.C.,2700
18249,48101,B.S.,4798
18250,48101,H.C.,2700
18251,48103,B.S.,165533
18252,48103,H.C.,49878
18253,48104,B.S.,108841
18254,48104,H.C.,49880
18255,48105,B.S.,110450
18256,48105,H.C.,40702
18257,48106,B.S.,374
18258,48106,H.C.,344
18259,48107,B.S.,110
18260,48107,H.C.,2055
18261,48108,B.S.,31042
18262,48108,H.C.,15236
18263,48109,B.S.,292
18264,48109,H.C.,500
18265,48111,B.S.,5788
18266,48111,H.C.,651
18267,48113,B.S.,1435
18268,48114,B.S.,11616
18269,48114,H.C.,5350
18270,48116,B.S.,7301
18271,48116,H.C.,8534
18272,48117,B.S.,50
18273,48118,B.S.,28007
18274,48118,H.C.,7343
18275,48120,B.S.,1282
18276,48120,H.C.,5700
18277,48121,B.S.,304
18278,48122,B.S.,605
18279,48124,B.S.,27004
18280,48124,H.C.,39109
18281,48125,B.S.,2196
18282,48125,H.C.,10
18283,48126,B.S.,10010
18284,48126,H.C.,20500
18285,48127,B.S.,4816
18286,48127,H.C.,11682
18287,48128,B.S.,4006
18288,48128,H.C.,12421
18289,48130,B.S.,21689
18290,48130,H.C.,6104
18291,48131,B.S.,947
18292,48131,H.C.,1500
18293,48133,B.S.,250
18294,48134,B.S.,1273
18295,48134,H.C.,131
18296,48135,B.S.,4689
18297,48135,H.C.,1098
18298,48137,H.C.,110
18299,48138,B.S.,6823
18300,48138,H.C.,5874
18301,48140,B.S.,1840
18302,48141,B.S.,425
18303,48141,H.C.,75
18304,48144,B.S.,2444
18305,48144,H.C.,188
18306,48145,B.S.,1665
18307,48146,B.S.,2521
18308,48146,H.C.,741
18309,48150,B.S.,7885
18310,48150,H.C.,500
18311,48151,B.S.,5354
18312,48152,B.S.,8762
18313,48152,H.C.,3147
18314,48154,B.S.,17078
18315,48154,H.C.,6716
18316,48157,H.C.,520
18317,48158,B.S.,5165
18318,48158,H.C.,4736
18319,48159,B.S.,290
18320,48160,B.S.,6590
18321,48160,H.C.,293
18322,48161,B.S.,9455
18323,48161,H.C.,75
18324,48162,B.S.,3146
18325,48162,H.C.,388
18326,48164,B.S.,242
18327,48165,B.S.,2877
18328,48165,H.C.,100
18329,48166,B.S.,137
18330,48166,H.C.,78
18331,48167,B.S.,15221
18332,48167,H.C.,24840
18333,48168,B.S.,5534
18334,48168,H.C.,32985
18335,48169,B.S.,8417
18336,48169,H.C.,2888
18337,48170,B.S.,12451
18338,48170,H.C.,27013
18339,48173,B.S.,2355
18340,48173,H.C.,100
18341,48174,B.S.,2966
18342,48176,B.S.,19996
18343,48176,H.C.,2287
18344,48178,B.S.,13525
18345,48178,H.C.,6463
18346,48179,B.S.,181
18347,48180,B.S.,6463
18348,48180,H.C.,2970
18349,48182,B.S.,3649
18350,48182,H.C.,501
18351,48183,B.S.,3394
18352,48183,H.C.,1481
18353,48184,B.S.,2641
18354,48184,H.C.,2800
18355,48185,B.S.,4915
18356,48185,H.C.,171
18357,48186,B.S.,5125
18358,48186,H.C.,40
18359,48187,B.S.,13696
18360,48187,H.C.,8877
18361,48188,B.S.,3543
18362,48188,H.C.,10161
18363,48189,B.S.,2646
18364,48191,B.S.,15461
18365,48191,H.C.,175
18366,48192,B.S.,13169
18367,48192,H.C.,250
18368,48193,B.S.,1262
18369,48193,H.C.,173
18370,48195,B.S.,3835
18371,48195,H.C.,741
18372,48197,B.S.,39422
18373,48197,H.C.,3631
18374,48198,B.S.,38054
18375,48198,H.C.,1528
18376,48201,B.S.,6421
18377,48201,H.C.,4407
18378,48202,B.S.,6398
18379,48202,H.C.,16434
18380,48203,B.S.,2131
18381,48203,H.C.,15150
18382,48204,H.C.,775
18383,48205,B.S.,1668
18384,48205,H.C.,500
18385,48206,B.S.,1170
18386,48206,H.C.,600
18387,48207,B.S.,7578
18388,48207,H.C.,16080
18389,48208,B.S.,2159
18390,48209,B.S.,1242
18391,48210,B.S.,385
18392,48210,H.C.,43
18393,48211,H.C.,50
18394,48212,B.S.,1274
18395,48212,H.C.,3900
18396,48213,B.S.,542
18397,48214,B.S.,6572
18398,48214,H.C.,9922
18399,48215,B.S.,1126
18400,48215,H.C.,2694
18401,48216,B.S.,2512
18402,48216,H.C.,5400
18403,48217,H.C.,25
18404,48219,B.S.,8670
18405,48219,H.C.,7898
18406,48220,B.S.,29660
18407,48220,H.C.,3585
18408,48221,B.S.,12615
18409,48221,H.C.,7428
18410,48223,B.S.,3186
18411,48223,H.C.,809
18412,48224,B.S.,5295
18413,48224,H.C.,3779
18414,48225,B.S.,3987
18415,48225,H.C.,1300
18416,48226,B.S.,3708
18417,48226,H.C.,31153
18418,48227,B.S.,1115
18419,48227,H.C.,425
18420,48228,B.S.,541
18421,48228,H.C.,411
18422,48229,B.S.,71
18423,48230,B.S.,22887
18424,48230,H.C.,57855
18425,48232,B.S.,513
18426,48232,H.C.,550
18427,48235,B.S.,759
18428,48235,H.C.,393
18429,48236,B.S.,16411
18430,48236,H.C.,36417
18431,48237,B.S.,11445
18432,48237,H.C.,8350
18433,48238,H.C.,8334
18434,48239,B.S.,5276
18435,48239,H.C.,4552
18436,48240,B.S.,4537
18437,48240,H.C.,1650
18438,48244,B.S.,156
18439,48244,H.C.,50
18440,48301,B.S.,4972
18441,48301,H.C.,23867
18442,48302,B.S.,20389
18443,48302,H.C.,73823
18444,48304,B.S.,13394
18445,48304,H.C.,86950
18446,48306,B.S.,14993
18447,48306,H.C.,14140
18448,48307,B.S.,6913
18449,48307,H.C.,8489
18450,48308,B.S.,979
18451,48309,B.S.,6252
18452,48309,H.C.,1664
18453,48310,B.S.,1473
18454,48310,H.C.,150
18455,48311,H.C.,500
18456,48312,B.S.,4653
18457,48312,H.C.,2350
18458,48313,B.S.,10177
18459,48313,H.C.,549
18460,48314,B.S.,1954
18461,48314,H.C.,6425
18462,48315,B.S.,7536
18463,48315,H.C.,401
18464,48316,B.S.,6880
18465,48316,H.C.,3456
18466,48317,B.S.,2063
18467,48317,H.C.,160
18468,48320,B.S.,1292
18469,48320,H.C.,255
18470,48321,B.S.,42
18471,48322,B.S.,4962
18472,48322,H.C.,51133
18473,48323,B.S.,14587
18474,48323,H.C.,32706
18475,48324,B.S.,5039
18476,48324,H.C.,22157
18477,48325,B.S.,1287
18478,48326,B.S.,6252
18479,48326,H.C.,2050
18480,48327,B.S.,4602
18481,48327,H.C.,519
18482,48328,B.S.,1741
